translation;model
 In deze omstandigheden voelde hij de noodzaak om nog intensiever te werken, zichzelf vergelijkend met een kolenmijnwerker die op elk moment bedreigd wordt met een mijngasongeluk dat mogelijk letsel of de dood tot gevolg kan hebben.;gpt
 In september bekende hij in een brief aan een Engelse vriend uit Antwerpen dat hij na zes maanden in Parijs nog steeds geen lid was van de Impressionistische 'club' en dat zijn eigen ontwikkelende theorie over kleur iets anders was dan die van hen.;gpt
" Zijn vermelde voorkeur voor oppassers uit de 'gewone klasse' bleef bestaan; hij overtuigde een artiest uit een caf???-chantant om voor hem te poseren (ill. 31), op zoek naar 'zowel het verlangen als de verdriet van die vrouw te vangen'.";gpt
 Je kon het echt niet een gesprek noemen.;gpt
 Het is vreemd dat ik het zo door de tralies van een cel heb gezien.;gpt
 De twee kunstenaars waren dicht bij elkaar in leeftijd, ervaring, ambitie en, bovenal, wanhoop: Van Gogh herkende in Gauguin een medereiziger door het leven, iemand die moedig of roekeloos zijn banden met familie en conventie had verbroken en nu, in vergelijkbare mate, leed voor zijn kunst.;gpt
 Een koude aankomst of een die net wegging.;gpt
 Die zelfverzekerdheid is een val, maar als je dat realiseert is het al te laat.;gpt
 Ik moest mijn naam een paar keer herhalen.;gpt
 Een overbodige gebaar, want er was niets meer om te verroeren.;gpt
 Toch had hij moeilijk kunnen voorzien wat het eindresultaat zou zijn.;gpt
 Een jaar nadat hij en Mauve vissers hadden geobserveerd in Scheveningen, een favoriete plek van de Haagse School, schilderde Van Gogh zijn eigen Scheveningse visser op het strand (ill. 8).;gpt
 En kennis was ook niet het juiste woord.;gpt
 Voorspellen kachelschoppers iets?;gpt
 Het is verwarrend om te denken dat de vrouw die ooit dronken de delicatessen binnenkwam, jaren later, als ze gevraagd wordt waarom ze huilt, zou zeggen: 'Vanwege wat je van jezelf hebt gemaakt.';gpt
 Een persoon belast met lelijke handen en voeten had geen zin om uitbarstingen te horen over de gelijkenissen tussen haarzelf en een troll.;gpt
 Toen ze weg waren, belde ik het hotel van mijn vrouw.;gpt
 Het was slecht ingepakt in kerstpapier.;gpt
 Een van haar ogen zag er een beetje pijnlijk uit.;gpt
 En ik dacht aan een krokodillenleren riem die ik van plan was te kopen, totdat ik de prijs zag.;gpt
 Het biedt de lezer een selectie van de meest onvergetelijke schilderijen van de kunstenaar, evenals enkele minder bekende voorbeelden, veelal afkomstig uit de collectie van het Van Gogh Museum in Amsterdam.;gpt
"Weer dacht ik aan De Onvruchtbare, en aan de stille vrouw tegenover me, aan de krasloten, en aan een krokodillenriem die ik tot mijn dood zou kunnen dragen, en uiteindelijk vroeg ik haar: 'Ben je onvruchtbaar?'""";gpt
 'Ik ben Rebecca,' zei ze, en we schudden elkaar de hand.;gpt
 'Hallo,' riep ik.;gpt
 Open een supermarkt om de hoek?;gpt
 Ik pakte nog een druif uit mijn fruitsalade, hield het een moment in mijn hand en legde het toen weer terug.;gpt
 Toen sprong hij.;gpt
 Als je te lui bent om je eigen te kopen, stop dan met je benen te scheren. Niemand kijkt er toch nog naar.;gpt
"'Denk je niet dat mensen er beter uitzien als ze lachen, met uitzondering van een paar uitzonderingen hier en daar?' vroeg ik.""";gpt
"Aan het einde van deze maand moet ik American Express vijftigduizend dollar betalen, en ik ben al twee maanden achter, begrijp je?""";gpt
 Hij laat haar zitten, met een sigaret in de hand, aan een van de tamboerijn-vormige tafels die de tent zijn naam gaven.;gpt
 Rondom de kerktoren, die al zijn torenspits heeft verloren, ligt de kerkhof met zijn verspreide eenvoudige kruisen.;gpt
 Afdeling Vier Arles, Saint R???my en Auvers 1889-1890;gpt
 Hoewel hij al lange tijd naar deze samenwerking had verlangd, vond Van Gogh het werken met Gauguin in de herfst van 1888 vermoeiend en het veroorzaakte een verlies aan zelfvertrouwen aan zijn kant.;gpt
 Romantische stad, Lissabon.;gpt
 'We zouden dit vaker moeten doen,' zei ik. 'Het helpt, dat kan ik voelen.';gpt
 Ik probeerde de materie zo te verwerken dat het zware, solide klompen werden, legde hij uit aan Theo.;gpt
 De mislukking was grotendeels te wijten aan de blauwe kaas.;gpt
 Maar om vijf uur was ik het nog steeds niet tegengekomen.;gpt
 'Een beetje meer dansen,' zei mijn verloofde.;gpt
 Ik boog me voorover en bekeek haar handen met interesse, misschien had ik iets over het hoofd gezien.;gpt
 'Dus publiceer een paperback editie van mijn eerste roman,' zei ik.;gpt
 In ??n (ill. 130), geschilderd met een decoratieve, krachtig gedabbelde aanraking, nam hij bijna hetzelfde uitzicht als het jaar daarvoor, de weg met uitzicht op het vlakke land van La Crau.;gpt
 Hij dacht na over het ophangen van het portret omringd door schilderijen van zonnebloemen aan beide kanten, zodat er een stralend drieluik ontstaat, of om af te wisselen met dergelijke schilderijen om een decoratieve reeks te vormen.;gpt
 Waarom Svevo?;gpt
 We gaan over een uur. Mijn chauffeur komt ons ophalen.;gpt
 Ik weet niets van schoorstenen.;gpt
 Afval in de hal is niets ongebruikelijks - soms slapen er daklozen - en ik was van plan het opzij te schoppen toen ik iets geschreven zag staan.;gpt
 Het was geen luxe keuken, maar dit ging om therapie, en ze had die ogen die me altijd liefdevol aankeken als ze om een plakje groentequiche vroeg, waardoor ik me voelde alsof ze iets heel anders vroeg.;gpt
"Ik zei: """"Je bent een soort steen die ik elke dag de heuvel op moet rollen.""""""";gpt
 Het is alsof Van Gogh zich hier verenigt met de moderne Franse roman, waarvan hij een steeds enthousiastere lezer was, en met zijn meer soepel en ironisch filosofie (want La Joie de vivre is zeker geen vrolijk boek), in tegenstelling tot de zelfrechtvaardigheid en onbuigzaamheid van zijn vader.;gpt
 Niet dat hij iets anders dan bevestiging van zijn haat tegen academisch onderwijs uit de ervaring van het tekenen vanaf gipsen afgietsels daar heeft gehaald.;gpt
 Even overwoog ik even mijn vrouw te bellen en haar advies te vragen, maar een schoorsteen was te triviaal om iemand die deelneemt aan een conferentie over dromen te storen.;gpt
 Het zag er vrij feestelijk uit.;gpt
 En wij twee?n spreken alleen Engels samen.;gpt
 En als het niet in vlinders is, dan zeker in krasloten.;gpt
 Wat?;gpt
 Dat is goed voor de omzet.;gpt
 We leefden de laatste zes maanden op geleend geld.;gpt
 Ik vertelde haar dat ik in mijn vrije tijd aan een boek werkte getiteld 268ste in de Wereld.;gpt
 Oh, en voordat ik het vergeet, er is meer dan ??????n caf??? in het museum: laten we het Garden Caf??? maken.;gpt
 Een paar uur eerder had ik gegeten bij het huis van een vaag bekende.;gpt
 'Als je echt de grote koelkast kwijtraakt,' zei ze.;gpt
 Ze werkte aan haar laatste plakje groentequiche.;gpt
 Wat voor een opmerkelijke psychotherapeut zal ze maken, dacht ik.;gpt
 Brieven aan de Weerman was geen slechte titel.;gpt
 Toen we midden in de nacht thuiskwamen, was dat de laatste keer dat we seks hadden.;gpt
 Langzaam, omdat ik graag wisselgeld uitrekte, zelfs als er veel klanten stonden te wachten.;gpt
 Misschien zou alles nu eindelijk op gang komen.;gpt
 'Misschien kunnen we koekjes bakken,' zei ze, haar linkervoet masserend.;gpt
 Hij leek niet te geven om of muizen aan de chips hadden geknaagd, zolang de ovens maar schoon waren.;gpt
" Uiteindelijk was hij in staat om Theo te vertellen: 'De oogstman is klaar. Ik denk dat het een van die is die je thuis zult houden - het is een afbeelding van de dood zoals het grote boek der natuur het beschrijft - maar het effect dat ik heb gezocht is - ""op het punt om te glimlachen"".";gpt
" Hoewel begonnen buiten, was deze moeizame compositie waarschijnlijk verder vervolgd in de studio; inderdaad, Van Gogh had het bedoeld als een springplank voor verdere werkzaamheden.";gpt
 Had het hele concept van mentale onbekwaamheid buiten de rechtszaal enige inhoud?;gpt
 Mijn haar hield ook regen vast.;gpt
 Ze rook als iemand die liever vandaag sterft dan morgen te wachten.;gpt
 Onderhandelen over een koffer zonder te weten wat erin zit.;gpt
 Er is niets wat ik eraan kan doen.;gpt
 Hoewel zijn hoop om verkoop te maken door dit werk te doen niet uitkwam, anticiperen sommige van deze studies (ill. 7) op de compressie en atmosferische kracht van latere landschappen geschilderd in Arles of Auvers.;gpt
" Echter, deze manier van ondersteuning veronderstelde een relatief dunne verf toepassing die het pigment liet doordringen in de ondergrond, zoals Gauguin's eigen (ill. 102, 103); het was mogelijk minder geschikt voor Van Gogh's extravagante textuur verf toepassing, waarin de penseelstreken uitstaken van het doekoppervlak (ill. 107, 121, 122, 123).";gpt
 Die avond droeg mijn toekomstige vrouw een korte rok. Het leek op een Schotse kilt, maar zonder speld, en ze had hoge hakken aan.;gpt
 Haar toespraak over het concept van non compos mentis was goed ontvangen.;gpt
 Hij koos ervoor om ze niet te schilderen.;gpt
 Hij had zijn meubels eerst uit het raam gegooid.;gpt
"Had die weerman ook een opvallende neus?""";gpt
 ] Anderen hebben misschien meer helderheid dan ik in de materie van abstracte studies, en het is zeker mogelijk dat jij er een van bent, Gauguin ook.;gpt
 Terwijl ik mijn koffie en calvados dronk, waarvan ik slechts de helft dronk - ik ben een man met enorme zelfbeheersing - begon ik te praten met een man die een bril droeg met slechts ??n oorstuk.;gpt
 'Maakt je dat niet uit?';gpt
 Wat betreft zijn resoluut down-to-earth keuze van onderwerpen, was hij duidelijk het eens met Michelets visie, uitgedrukt in Le Peuple (1846), dat om de 'familie, het werk, het meest eenvoudige leven van het volk' succesvol te schilderen, ogen nodig zijn die aangepast zijn aan gedempt licht, ogen om in de kleine, donkere, eenvoudige plaatsen te zien, en ook een hart om deze schaduwen van het huis, deze Rembrandtachtige schaduwen, te zien.;gpt
 Die brief maakte zo'n indruk op mij dat ik het uit mijn hoofd leerde, misschien als een soort amulet.;gpt
 Vincent Van Gogh, bekend over de hele wereld, blijft een aantrekkelijke fascinatie uitoefenen.;gpt
 Maar misschien was die werkplek leeg.;gpt
 Ik open een tweedehands kledingwinkel.;gpt
 Ik kon niet zeggen hoe oud ze was.;gpt
 Mijn bankrekeningen zijn bevroren.;gpt
 Hij had ook een aantal goede adressen om zijn aankopen te doen.;gpt
 Gauguin was, voor zijn part, niet bereid om Bretagne te verlaten, want daar was zijn werk eindelijk aan het voldoen aan zijn belofte.;gpt
 Ik voorzag mezelf van een kleine afleiding door hun een brief te schrijven.;gpt
 Van Gogh zag Provence voornamelijk als schilder en in termen van kleur: het was 'het land van de blauwe tinten en vrolijke kleuren'. Hij sprak over een verlangen om de kleur en warmte van het echte zuiden te ervaren zoals die door Delacroix was uitgedrukt (in zijn Noord-Afrikaanse schilderijen), en om een equivalent te vinden van de vrolijkheid die hij vond in de landschappen van Japan.;gpt
 Het is een interessante vraag om te vragen hoe ver deze body of work voornamelijk reactief was, een reactie op de prikkel die Arles bood -- zoals vaak uit Van Goghs brieven blijkt -- en hoe ver het het resultaat was van zorgvuldige voorbereiding en van zijn vooraf bepaalde plan om het zuiden in schitterende kleuren te schilderen.;gpt
 Toen hij op zijn zesentwintigste begon met zijn eerste aarzelende pogingen tot tekenen, had hij al een behoorlijk inzicht in zichzelf verworven.;gpt
 Ik heb haar al jaren niet meer in hoge hakken gezien.;gpt
 Toen de actrice in het ziekenhuis belandde met een leveraandoening, begon Capano kleine klusjes voor me te doen.;gpt
 Hij begon met een klein aantal bloemkoppen - drie, toen vijf - waardoor zijn composities dramatische tonale contrasten en retorische kracht kregen.;gpt
 'Ik wil nog steeds weten,' zei de vriendin van mijn aanstaande vrouw.;gpt
 Met deze ongekend brutale stijl, die hij in Arles zou ontwikkelen in een reeks portretten van werkende mensen, stelde Van Gogh effectief nieuwe parameters voor portretkunst.;gpt
" Maar als je je woorden te lang weegt, komt er niets uit je mond; voordat je het weet is je leven voorbij, en heb je niets gezegd.";gpt
 Ik keek niet vaak naar modeshows en als ik dat wel deed, lette ik niet op de gezichten van de modellen.;gpt
 Van Gogh was tevreden met de resultaten: 'Ik geloof echt dat er wat waarheid en kracht in zit', vertelde hij aan Theo, en maakte een potlood-en-inktschets van een van zijn eerste schilderijen (ill. 1) in een brief (ill. 2).;gpt
 Tegen twee uur was ik al in het museum. Een klas schoolkinderen kwam samen met mij aan.;gpt
 Maar een aantal grote schilderijen geschilderd in juli weerspiegelen een andere stemming (ill. 168, 169).;gpt
 Het diende ongetwijfeld als een prikkel voor Van Gogh: hij was vastbesloten genoeg goed werk te hebben om zijn collega te imponeren en het huis op een gastvrije manier te versieren.;gpt
 De melancholie die me de dag ervoor had getroffen tijdens het bezoek van de schoorsteenvegers, kwam nu terug, maar wel verdubbeld.;gpt
 Mijn redacteur gaf toe dat hij nog nooit iemand had gehoord die dat kon doen.;gpt
 Schrijvend aan Theo over zijn meest overwogen versie (ill. 140), legde hij uit dat het vanuit het geheugen was gemaakt na een studie van dezelfde grootte die ter plekke was gemaakt, en dat het het resultaat was van een lange periode van werken aan het thema.;gpt
 De bescheiden omheinde boerderijen en hun tuinen verheugden hem met hun vrolijke aanblik: 'hier zijn boerderijen en lage herbergen minder somber en minder dramatisch dan in het Noorden, omdat de warmte, enz., de armoede minder hard en melancholisch maakt.';gpt
 Hoeveel apostelen waren er ook alweer?;gpt
 Haar toespraak ging precies over of mentale onbekwaamheid kon worden gekwantificeerd.;gpt
 Bedankt voor het in mij gestelde vertrouwen.;gpt
 Een beetje te haastig.;gpt
 Capano zei: 'Ik geef hem een briefje om aan jou te geven.';gpt
 Om de 'scherpte' van de rauwe roze, groene en oranje kleuren tegen te gaan, had hij, volgens zijn muzikale analogie, bepaalde 'vlakke' kleuren ge??ntroduceerd in de vorm van rood en groen.;gpt
 Als dat zo is, vond ik dat ze het gewoon moest zeggen.;gpt
 Maar ik maakte me geen zorgen, omdat hij me liet lachen.;gpt
 Daarna was er de persoonlijkheid van Van Gogh zelf.;gpt
 Feitelijk kun je mijn leven verdelen in tijdperken: het all-night deli tijdperk, het scratch-off-lottery-ticket tijdperk.;gpt
 'De weerman?';gpt
 Ze praatte ze over er grimmig uitzien?;gpt
"Dit apparaat, zoals een raamwerk dat kriskras is bekleed met koorden, hielp hem om de chaotische informatie die door de natuur wordt gegeven te organiseren in logische structuren.""";gpt
 De Alyscamps, een met bomen omzoomde avenue met Romeinse graven, was een van de weinige plaatsen waar ze samenwerkten, beide herfstige landschappen schilderend.;gpt
 Een jaar later geschilderd, Bloemen in een blauwe vaas (ill. 37) biedt een verscheidenheid aan markeringen binnen een enkele compositie, van de lange diagonale en gebogen lijnen die realistische soliditeit geven aan het tafeloppervlak en de vaas, tot de korte, meer impressionistische, dabs die corresponderen met de verschillende bloemblaadjes, en de verstrooiing van pointillistische blauwe stippen die de achtergrond tot leven brengen.;gpt
 Maar ik houd geen dagboek bij.;gpt
 Als je wilt, kan ik je zelfs afzetten voor het Natuurhistorisch Museum.;gpt
